CUSTOMER#,INVOICE#,INV DATE,SHIP DATE,SHIP-TO NAME,SHIP-TO ADDR1,SHIP-TO ADDR2,SHIP-TO ADDR3,SHIP-TO CITY,SHIP-TO ST,SHIP-TO ZIP,SHIP-TO COUNTRY,PRODUCT#,QTY SHIP,UNIT PRICE,EXTENDED PRICE,UNIT COST,Vendor,DEALER CUST ID,DEALER PROD DESC
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,0CP04-128,1,$19.84,19.84,$15.38,KENDAL,PJSDCO,Opticide 3 Disinfectant Gallon/Pour Bottle
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,8510,2,$19.51,39.02,$15.12,HARVEST,PJSDCO,Super Peg II Custom Peg putty 12cc syringe (Pack of 4)
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,DF-PNK-MED-6PK,4,$43.37,173.48,$33.61,MYERSO,PJSDCO,"Duraflex Cartridges Shade: Pink, Medium 6/pack, CDM"
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,MS-0200,1,$25.65,25.65,$19.88,MYERSO,PJSDCO,Thermoplastic Model Separator
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670087,1,$15.35,15.35,$11.90,KEYSTO,PJSDCO,"Geza Starbrush (White Goat Hair) PK/12, Keystone"
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,14844,1,$19.34,19.34,$14.99,SSWHITE,PJSDCO,SS White Burs HP 10pk #8
PJSDCO,576733,12/02/16,12/02/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,PP/ZIRCON20,1,$43.64,43.64,$33.82,DEVENT,PJSDCO,Zircon Brite Zirconium Polishing Paste 20g DVA
PJSDCO,581458,01/20/17,01/20/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876400,1,$14.18,14.18,$10.99,GCAMER,PJSDCO,GC Initial IQ Refresh Liquid 8ml
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B621,2,$30.97,61.94,$24.00,WAGNWI,PJSDCO,"Diamond Infused Coarse Knife Edge Light Blue 26mm, Wagner"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,31307,3,$73.29,219.87,$56.80,WHIPMI,PJSDCO,"LeanRock, Ivory 55lbs Type 4 Die Stone, Whipmix"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876400,5,$15.47,77.35,$11.99,GCAMER,PJSDCO,GC Initial IQ Refresh Liquid 8ml
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,HG14,1,$107.12,107.12,$83.02,SHOFU,PJSDCO,Dura-Green Stones Shape IC1 1/2 gross
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,40002,1,$44.32,44.32,$34.35,VACALON,PJSDCO,Disposable Press Plunger 13mm/emax (3 gr) Box of 50
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1800025,1,$11.94,11.94,$9.25,KEYSTO,PJSDCO,"Strengtheners, Gold Plated Braided"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,R856-6,1,$15.41,15.41,$11.94,ADS,PJSDCO,ADS Remove-it wax solvent quart
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670087,1,$15.35,15.35,$11.90,KEYSTO,PJSDCO,"Geza Starbrush (White Goat Hair) PK/12, Keystone"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,D-926-6,1,$17.51,17.51,$13.57,ADS,PJSDCO,ADS Clearly Debubblizer & Wax Pattern Cleaner Quart
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,52817,4,$16.85,67.40,$13.06,KENDAL,PJSDCO,Lavender Small Nitrile Gloves box of 250 Kimberly Clark
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,52816,1,$16.84,16.84,$13.05,KENDAL,PJSDCO,Lavender X-Small Nitrile Gloves box of 250 Kimberly Clark
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,576710,2,$90.48,180.96,$70.12,AMANN,PJSDCO,"Giroform Base plate Premium +L, 100pkg, Amann"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876402,1,$34.83,34.83,$26.99,GCAMER,PJSDCO,Lustre Paste NF Body Shade A 4g Initial IQ GC America
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876403,1,$34.83,34.83,$26.99,GCAMER,PJSDCO,Lustre Paste NF Body Shade B 4g Initial IQ GC America
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875838,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Enamel E58, 20g Initial"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875839,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Enamel E59, 20g Initial"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B611,2,$34.84,69.68,$27.00,WAGNWI,PJSDCO,"Red Berry 26mm Coarse finishing wheel, Wagner"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B612,2,$34.84,69.68,$27.00,WAGNWI,PJSDCO,"Blue Berry 26mm, Knife Edge, Medium Finishing wheel, Wagner"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870103,1,$29.66,29.66,$22.99,GCAMER,PJSDCO,"GC Initial MC Enamel Opal EOP3, 20g"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875821,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Dentin DA1, 20g Initial"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870065,1,$28.37,28.37,$21.99,GCAMER,PJSDCO,Initial MC Dentin Reill DD3 20g
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870071,1,$28.37,28.37,$21.99,GCAMER,PJSDCO,GC Initial MC Clear Fluorescence
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870712,1,$16.76,16.76,$12.99,GCAMER,PJSDCO,GC Initial MC Liquid Modelling Liquid 50ml
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,50048552,4,$29.15,116.60,$22.59,KULZER,PJSDCO,"Lab Plaster 50lb Fast Set Carton Modern Materials, Kulzer"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,50048552,1,$0.00,0.00,$22.59,KULZER,PJSDCO,"Lab Plaster 50lb Fast Set Carton Modern Materials, Kulzer"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,Q9015,4,$7.78,31.12,$6.03,KENDAL,PJSDCO,Quala retainer boxes pack of 12
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870013,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OC4 Initial Porcelain 3g GC"
PJSDCO,616769,12/13/17,12/13/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870001,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OA1 Initial Porcelain 3g GC"
PJSDCO,616911,12/14/17,12/14/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876425,5,$79.99,399.95,$61.99,GCAMER,PJSDCO,Lustre Paste Neutral
PJSDCO,617480,12/19/17,12/19/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,55600,1,$12.18,12.18,$9.44,BUFFAL,PJSDCO,No. 7R Knife w/ Rosewood Handle 1-1/2' Blade BUFFALO
PJSDCO,564367,08/04/16,08/04/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,305-105,2,$8.32,16.64,$6.45,MATECH,PJSDCO,Kromatica Impression Normal Set
PJSDCO,564367,08/04/16,08/04/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1013050-,4,$31.90,127.60,$24.72,GARRECO,PJSDCO,Tecstone White 50lbs Garreco
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,56888,1,$176.07,176.07,$136.46,MMM,PJSDCO,Relyx Resin Ultimate Cement
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B611,1,$34.84,34.84,$27.00,WAGNWI,PJSDCO,"Red Berry 26mm Coarse finishing wheel, Wagner"
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B621,1,$30.97,30.97,$24.00,WAGNWI,PJSDCO,"Diamond Infused Coarse Knife Edge Light Blue 26mm, Wagner"
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B631,1,$30.97,30.97,$24.00,WAGNWI,PJSDCO,"Diamond Infused Medium Knife Edge Pink 26mm, Wagner"
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,52818,2,$16.84,33.68,$13.05,KENDAL,PJSDCO,Lavender Medium Nitrile Gloves box of 250 Kimberly Clark
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670092,1,$17.03,17.03,$13.20,KEYSTO,PJSDCO,Scotch Brite Mini Brush Med Pk/12 Keystone
PJSDCO,570647,10/06/16,10/06/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,16116,1,$41.23,41.23,$31.95,DENTS,PJSDCO,Portrait IPN Anteriors 1x6
PJSDCO,618019,12/27/17,12/27/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1714-0110,1,$16.46,16.46,$12.76,RENFER,PJSDCO,"Takanishi brush, size 1/0 Renfert 2pcs"
PJSDCO,571479,10/14/16,10/14/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,DF-PNK-MED-6PK,2,$43.37,86.74,$33.61,MYERSO,PJSDCO,"Duraflex Cartridges Shade: Pink, Medium 6/pack, CDM"
PJSDCO,618060,12/28/17,12/28/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,4403M,1,$3.28,3.28,$2.54,KENDAL,PJSDCO,"Latex Finger Cot, Medium, 144/pack"
PJSDCO,620023,01/17/18,01/17/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,16716,1,$5.17,5.17,$4.01,DENTS,PJSDCO,Classic Plastic Anteriors 1x6
PJSDCO,620023,01/17/18,01/17/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,16736,1,$5.17,5.17,$4.01,DENTS,PJSDCO,Classic Plastic 20 Degree Posterior 1x8
PJSDCO,619820,01/15/18,01/15/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,79350,1,$13.01,13.01,$10.08,BUFFAL,PJSDCO,"Plaster Spatulas No. 3R, 4' Stiff Blade with Rosewood Handle"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,7176,1,$35.56,35.56,$27.56,HARVEST,PJSDCO,MS1 Master Sealer 8oz Refill
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,D-926-6,1,$17.51,17.51,$13.57,ADS,PJSDCO,ADS Clearly Debubblizer & Wax Pattern Cleaner Quart
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875890,1,$16.76,16.76,$12.99,GCAMER,PJSDCO,"LiSi Modeling Liquid 50ml, Initial"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870712,1,$16.76,16.76,$12.99,GCAMER,PJSDCO,GC Initial MC Liquid Modelling Liquid 50ml
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870568,1,$61.92,61.92,$47.99,GCAMER,PJSDCO,"Initial MC Enamel E-58, 50g GC porcelain"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870052,1,$28.37,28.37,$21.99,GCAMER,PJSDCO,GC Inital MC Porcelain Dentin
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870053,1,$28.37,28.37,$21.99,GCAMER,PJSDCO,GC Inital MC Porcelain Dentin
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870065,1,$28.37,28.37,$21.99,GCAMER,PJSDCO,Initial MC Dentin Reill DD3 20g
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875838,2,$33.53,67.06,$25.99,GCAMER,PJSDCO,"LiSi Enamel E58, 20g Initial"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870001,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OA1 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870002,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OA2 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870003,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OA3 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870007,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OB2 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870012,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OC3 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870004,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OA3.5 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B6136,2,$34.84,69.68,$27.00,WAGNWI,PJSDCO,"UltraBerry, Flat Edged Wheel 26x2.3"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B632-3,3,$18.06,54.18,$14.00,WAGNWI,PJSDCO,"Diamond Infused Medium Wheel Pink-17mm x 3.0mm, Wagner"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870013,1,$24.50,24.50,$18.99,GCAMER,PJSDCO,"Paste Opaque, OC4 Initial Porcelain 3g GC"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876404,1,$34.83,34.83,$26.99,GCAMER,PJSDCO,Lustre Paste NF Body Shade C 4g Initial IQ GC America
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876407,1,$34.83,34.83,$26.99,GCAMER,PJSDCO,Lustre Paste NF Enamel Effect
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,20011577,1,$45.82,45.82,$35.51,WHIPMI,PJSDCO,"Denar Mark 300 Series, 20 pack mounting plates, Whipmix"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B631,3,$30.97,92.91,$24.00,WAGNWI,PJSDCO,"Diamond Infused Medium Knife Edge Pink 26mm, Wagner"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,Q9015,4,$7.78,31.12,$6.03,KENDAL,PJSDCO,Quala retainer boxes pack of 12
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,9604700,1,$58.90,58.90,$45.65,KEYSTO,PJSDCO,E-Gasket Dual Laminates 2mm Clear Dozen Dental Resources
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670091,1,$18.19,18.19,$14.10,KEYSTO,PJSDCO,Scotch Brite Mini Brush Fine Pk/12 Keystone
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670088,1,$16.39,16.39,$12.70,KEYSTO,PJSDCO,Black Chung King Geza Bristle Brush star mounted 12 121HP Keyston
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670087,1,$16.39,16.39,$12.70,KEYSTO,PJSDCO,"Geza Starbrush (White Goat Hair) PK/12, Keystone"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,5138,1,$16.74,16.74,$12.97,DEDECO,PJSDCO,Acrylic Base Plate Wheel 3' x 3/8' Dedeco
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,MS-0202,2,$5.25,10.50,$4.07,MYERSO,PJSDCO,"TMS Swabs 10/pk, CDM"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,DF-PNK-MED-6PK,4,$43.37,173.48,$33.61,MYERSO,PJSDCO,"Duraflex Cartridges Shade: Pink, Medium 6/pack, CDM"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,MS-0200,1,$25.16,25.16,$19.50,MYERSO,PJSDCO,Thermoplastic Model Separator
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010330,1,$89.02,89.02,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A3 (3gx5)
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010329,2,$89.02,178.04,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A2 (3gx5)
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010334,1,$89.02,89.02,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-C2 (3gx5)
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876425,2,$79.99,159.98,$61.99,GCAMER,PJSDCO,Lustre Paste Neutral
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,40002,2,$46.84,93.68,$36.30,VACALON,PJSDCO,Disposable Press Plunger 13mm/emax (3 gr) Box of 50
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,52818,2,$16.84,33.68,$13.05,KENDAL,PJSDCO,Lavender Medium Nitrile Gloves box of 250 Kimberly Clark
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,100030,2,$9.15,18.30,$7.09,CERAMCO,PJSDCO,"Vertex Adhesive 20gm,Super Thin, Dentsply"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1090370,1,$11.87,11.87,$9.20,KEYSTO,PJSDCO,"Arbor Bands, Heavy Bonded, Coarse 3/4' (Bag/100) Keystone"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,8510,2,$23.65,47.30,$18.33,HARVEST,PJSDCO,Super Peg II Custom Peg putty 12cc syringe (Pack of 4)
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,38171,1,$137.57,137.57,$106.62,WHIPMI,PJSDCO,Formula 1 100g x 100 envelopes no liquid Whipmix
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875837,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Enamel E57, 20g Initial"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875839,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Enamel E59, 20g Initial"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875835,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Dentin DD3, 20g Initial"
PJSDCO,662645,01/23/19,01/23/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,875825,1,$33.53,33.53,$25.99,GCAMER,PJSDCO,"LiSi Dentin DA4, 20g Initial"
PJSDCO,662954,01/24/19,01/24/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010328,2,$89.02,178.04,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A1 (3gx5)
